x
1	10714_k127_35209
2	10716_k127_380240
3	10716_k127_15652
4	10716_k127_150168
5	10716_k127_552107
6	10716_k127_88909
7	10716_k127_159947
8	10716_k127_601850
9	10716_k127_259362
10	10716_k127_455504
11	10716_k127_128794
12	10716_k127_516545
13	10716_k127_252310
14	10716_k127_64328
15	10716_k127_106072
16	12459_k127_568651
17	12459_k127_81206
18	12459_k127_320233
19	12459_k127_268461
20	12459_k127_551335
21	12459_k127_515298
22	12459_k127_556955
23	12459_k127_318213
24	12459_k127_174369
25	12459_k127_254445
26	12461_k127_472129
27	12461_k127_221660
28	12461_k127_121071
29	12461_k127_442905
30	12461_k127_141903
31	12467_k127_726467
32	12471_k127_652101
33	12473_k127_97678
34	12473_k127_270499
35	12473_k127_336201
36	12473_k127_319648
37	12473_k127_100352
38	12473_k127_601446
39	12477_k127_493658
40	12477_k127_13805
41	12477_k127_790123
42	12477_k127_1059994
43	12560_k127_296754
44	12560_k127_50418
45	12560_k127_16556
46	12570_k127_317225
47	12570_k127_262413
48	12570_k127_457612
49	12570_k127_481830
50	12570_k127_54627
51	12570_k127_379925
52	12570_k127_339531
53	12570_k127_500687
54	12570_k127_31153
55	12860_k127_361505
56	12860_k127_130837
57	12884_k127_1231485
58	12884_k127_1582124
59	12886_k127_1119553
60	12886_k127_72876
61	12886_k127_348325
62	12886_k127_925464
63	12886_k127_955923
64	12886_k127_87115
65	12886_k127_509739
66	12886_k127_1278529
67	12886_k127_1379454
68	12886_k127_1413652
69	12886_k127_651729
70	12886_k127_1399353
71	12891_k127_681264
72	12891_k127_655777
73	12891_k127_448492
74	12891_k127_717685
75	12891_k127_745445
76	12891_k127_872124
77	12891_k127_80852
78	12891_k127_395169
79	12891_k127_642187
80	12891_k127_871524
81	12891_k127_463446
82	12903_k127_590755
83	12903_k127_37869
84	12903_k127_815246
85	12903_k127_39815
86	12903_k127_32755
87	12903_k127_610479
88	12903_k127_1058703
89	12903_k127_461977
90	13729_k127_60514
91	13729_k127_561107
92	13729_k127_150070
93	13729_k127_337450
94	13729_k127_1005166
95	13729_k127_737023
96	13729_k127_30716
97	13729_k127_585978
98	13733_k127_449869
99	14185_k127_22280
100	14187_k127_790244
101	14187_k127_25340
102	19457_k127_277358
103	19463_k127_481679
104	19467_k127_438967
105	19479_k127_589262
106	19479_k127_462212
107	19479_k127_289076
108	19479_k127_469904
109	19487_k127_463643
110	19487_k127_439322
111	19487_k127_649941
112	19487_k127_296447
113	19493_k127_40012
114	19493_k127_401134
115	19493_k127_297804
116	19493_k127_444310
117	19493_k127_310150
118	19493_k127_62462
119	19497_k127_437651
120	19497_k127_41453
121	19497_k127_841554
122	19497_k127_992452
123	19497_k127_496195
124	19499_k127_218057
125	19503_k127_457683
126	19503_k127_551058
127	19503_k127_437636
128	19503_k127_229822
129	19511_k127_753755
130	19511_k127_869112
131	7035_k127_993469
132	7035_k127_173742
133	7039_k127_311616
134	7039_k127_415001
135	7039_k127_335965
136	7039_k127_9441
137	7039_k127_1113961
138	7039_k127_1517776
139	7039_k127_1389598
140	7039_k127_790535
141	7039_k127_417796
142	7039_k127_219461
143	7039_k127_1035533
144	7039_k127_32541
145	7039_k127_17300
146	7039_k127_351106
147	7039_k127_1333049
148	7039_k127_1114886
149	7039_k127_578813
150	7039_k127_1119459
151	7041_k127_493335
152	7043_k127_8662
153	7067_k127_206371
154	7069_k127_206291
155	7077_k127_647222
156	7077_k127_823369
157	7077_k127_1288589
158	7077_k127_708445
159	7077_k127_148015
160	7083_k127_30148
161	7083_k127_116877
162	7083_k127_814542
163	7091_k127_350890
164	7091_k127_690302
165	7091_k127_508386
166	7091_k127_487396
167	7091_k127_1460943
168	7091_k127_1209948
169	7091_k127_1046632
170	7091_k127_1530120
171	7091_k127_701414
172	7093_k127_728972
173	7093_k127_71781
174	7093_k127_500614
175	7093_k127_1076295
176	7093_k127_99933
177	7093_k127_301443
178	7093_k127_1202435
179	7093_k127_1084601
180	7827_k127_233062
181	7827_k127_475908
182	7827_k127_473413
183	7827_k127_195262
184	7827_k127_481286
185	7827_k127_623316
186	7827_k127_132006
187	7827_k127_398371
188	7827_k127_660359
189	7827_k127_687888
190	7827_k127_161343
191	7827_k127_541314
192	7827_k127_541689
193	7827_k127_130185
194	7827_k127_313741
195	7827_k127_247410
196	7827_k127_19463
197	7827_k127_585370
198	7827_k127_644234
199	7827_k127_627404
200	7829_k127_496437
201	7831_k127_818505
202	7831_k127_505076
203	7831_k127_159275
204	7831_k127_316150
205	7831_k127_437951
206	7831_k127_36844
207	7831_k127_119815
208	7831_k127_708812
209	7831_k127_130897
210	7831_k127_414793
211	7831_k127_243590
212	7833_k127_469205
213	7833_k127_8249
214	7833_k127_312855
215	7833_k127_371865
216	7843_k127_598015
217	7843_k127_18400
218	7843_k127_362220
219	7843_k127_576421
220	7843_k127_344790
221	7843_k127_13500
222	7843_k127_529490
223	7843_k127_84559
224	7843_k127_157958
225	7843_k127_203348
226	7843_k127_87701
227	7843_k127_540024
228	7843_k127_336642
229	7843_k127_463962
230	7843_k127_377147
231	7843_k127_73593
232	7843_k127_207265
233	7843_k127_547669
234	7843_k127_525974
235	7843_k127_38767
236	7843_k127_333719
237	7843_k127_536443
238	7843_k127_226909
239	7843_k127_465621
240	7847_k127_709703
241	7847_k127_28214
242	7847_k127_327163
243	7847_k127_658645
244	7847_k127_416649
245	7847_k127_612149
246	7847_k127_529046
247	7847_k127_383627
248	7847_k127_153851
249	7847_k127_46871
250	7847_k127_324991
251	7851_k127_462089
252	7853_k127_163756
253	7853_k127_221461
254	7853_k127_442279
255	7853_k127_24857
256	7853_k127_197776
257	7853_k127_148770
258	7853_k127_340066
259	7853_k127_41717
260	7853_k127_42169
261	7855_k127_47503
262	7855_k127_398773
263	7857_k127_73522
264	7857_k127_247830
265	7857_k127_130557
266	7857_k127_256351
267	7857_k127_6863
268	7857_k127_380835
269	7857_k127_172887
270	7857_k127_87377
271	7857_k127_383244
272	7857_k127_355958
273	7857_k127_330249
274	7857_k127_72459
275	7882_k127_263801
276	7888_k127_92963
277	7888_k127_331520
278	7892_k127_232800
279	7892_k127_435700
280	7894_k127_703253
281	7894_k127_773015
282	7894_k127_709170
283	7894_k127_559690
284	7898_k127_967289
285	7900_k127_16460
286	7900_k127_153976
287	7900_k127_544897
288	7900_k127_138669
289	7900_k127_325291
290	7900_k127_170061
291	7900_k127_349260
292	7900_k127_149609
293	7900_k127_371046
294	7900_k127_445300
295	7900_k127_327445
296	7904_k127_849214
297	7918_k127_56839
298	8088_k127_142294
299	8088_k127_314092
300	8088_k127_55910
301	8088_k127_377979
302	8108_k127_120423
303	8108_k127_236550
304	8108_k127_1880
305	8108_k127_6062
306	8128_k127_18450
307	8132_k127_340998
308	8132_k127_560558
309	8132_k127_486746
310	8134_k127_76082
311	8134_k127_6971
312	8134_k127_222248
313	8134_k127_154136
314	8134_k127_286437
315	8134_k127_229687
316	8134_k127_49448
317	8134_k127_240924
318	8134_k127_17189
319	8134_k127_234473
320	8134_k127_115861
321	8134_k127_70068
322	8134_k127_150008
323	8134_k127_48370
324	8134_k127_142376
325	8134_k127_164400
326	8134_k127_284971
327	8134_k127_16600
328	8134_k127_297524
329	8134_k127_39306
330	8455_k127_431006
331	8455_k127_471865
332	8455_k127_116243
333	8457_k127_9726
334	8457_k127_2777
335	8459_k127_746713
336	8459_k127_250766
337	8459_k127_99460
338	8459_k127_1748136
339	8459_k127_1476709
340	8459_k127_1330900
341	8459_k127_482091
342	8459_k127_1259934
343	8459_k127_887107
344	8459_k127_1291992
345	8459_k127_1467959
346	8459_k127_1700043
347	8459_k127_1336686
348	8459_k127_783291
349	8459_k127_1778097
350	8461_k127_329071
351	9434_k127_355632
352	9434_k127_228964
353	9442_k127_699889
354	9444_k127_158793
355	9444_k127_390580
356	9450_k127_659925
357	9452_k127_406415
358	9452_k127_211818
359	9452_k127_112238
360	9456_k127_194837
361	9460_k127_490636
362	9464_k127_463773
363	9464_k127_489493
364	9468_k127_115880
365	9488_k127_673071
366	9488_k127_214319
367	9488_k127_777982
368	9488_k127_255295
369	9488_k127_325610
370	9494_k127_420787
371	9496_k127_367917
372	9496_k127_426823
373	9496_k127_214040
374	9496_k127_81426
375	9496_k127_417658
376	9500_k127_340441
377	9500_k127_244416
378	9500_k127_163604
379	9500_k127_209691
380	9500_k127_612099
381	9500_k127_450490
382	9500_k127_21233
383	9500_k127_145844
384	9500_k127_407781
385	9500_k127_322747
386	9504_k127_678508
387	9504_k127_770337
388	9510_k127_400139
389	9510_k127_281638
390	9510_k127_515363
391	9510_k127_1194
392	9524_k127_301227
393	9528_k127_464046
394	9528_k127_12122
395	9528_k127_403596
396	9528_k127_381862
397	9528_k127_20020
398	9528_k127_244795
399	9588_k127_337427
